date,ship_type_id,estimated_hull_value,n_materials_total,n_materials_priced,losses,pct_value_priced
2012-03-30,608,317087.14,6,6,71,1
2012-03-30,609,296412.28,6,6,10,1
2012-03-30,620,7937461.34,7,7,13,1
2012-03-30,621,10335567.3,7,7,45,1
2012-03-30,622,9830451.16,7,7,23,1
2012-03-30,623,10278783.76,7,7,16,1
2012-03-30,624,10250561.01,7,7,29,1
2012-03-30,625,7909297.69,7,7,1,1
2012-03-30,626,10380675.81,7,7,55,1
2012-03-30,627,9954227.52,7,7,84,1
2012-03-30,628,8409519.31,7,7,19,1
2012-03-30,629,10139518.03,7,7,108,1
2012-03-30,630,8333747.87,7,7,9,1
2012-03-30,631,7836982.73,7,7,4,1
2012-03-30,632,8588388.23,7,7,41,1
2012-03-30,633,8378566.16,7,7,6,1
2012-03-30,634,7871399.22,7,7,9,1
2012-03-30,638,170825059.98,7,7,31,1
2012-03-30,639,165038055.68,7,7,68,1
2012-03-30,640,160192413.81,7,7,40,1
2012-03-30,641,166092914.02,7,7,39,1
2012-03-30,642,171256167.57,7,7,12,1
2012-03-30,643,199877303.57,7,7,30,1
2012-03-30,644,160403439.04,7,7,26,1
2012-03-30,645,186913239.99,7,7,51,1
2012-03-30,648,1044482.59,7,7,26,1
2012-03-30,649,1090059.03,7,7,42,1
2012-03-30,650,885825.87,7,7,20,1
2012-03-30,651,984105.64,7,7,16,1
2012-03-30,652,1314477.26,7,7,37,1
2012-03-30,653,914066.73,7,7,4,1
2012-03-30,654,990258.87,7,7,4,1
2012-03-30,655,901798.03,7,7,30,1
2012-03-30,656,960972.91,7,7,13,1
2012-03-30,657,1346298.23,7,7,30,1
2012-03-30,671,66770302425.02,15,15,1,1
2012-03-30,672,14195.58,1,1,66,1
2012-03-30,1944,1090719.02,7,7,64,1
2012-03-30,2006,10052778.2,7,7,25,1
2012-03-30,2161,326718.65,7,7,19,1
2012-03-30,2998,74362187.55,7,7,45,1
2012-03-30,3766,360033.62,7,7,22,1
2012-03-30,4302,73372677.01,6,6,59,1
2012-03-30,4306,70663643.53,7,7,47,1
2012-03-30,4308,76884625.69,6,6,57,1
2012-03-30,4310,64173736.74,6,6,257,1
2012-03-30,4363,833691.11,7,7,1,1
2012-03-30,11129,14195.58,1,1,44,1
2012-03-30,11132,14195.58,1,1,24,1
2012-03-30,11134,14195.58,1,1,35,1
2012-03-30,11172,15086310.64,11,11,31,1
2012-03-30,11174,15796424.75,12,12,8,1
2012-03-30,11176,14924928.74,12,12,43,1
2012-03-30,11178,14931428.98,12,12,17,1
2012-03-30,11182,16394473.93,11,11,30,1
2012-03-30,11184,14842207.48,12,12,15,1
2012-03-30,11186,14855207.96,12,12,51,1
2012-03-30,11188,15633495.81,11,11,21,1
2012-03-30,11190,17359636.45,11,11,5,1
2012-03-30,11192,15446700.6,11,11,49,1
2012-03-30,11194,16606610.92,11,11,8,1
2012-03-30,11196,16151014.42,12,12,9,1
2012-03-30,11198,16172714.7,12,12,57,1
2012-03-30,11200,14431641,12,12,46,1
2012-03-30,11202,14431641,12,12,39,1
2012-03-30,11365,19424745.09,12,12,18,1
2012-03-30,11371,22264952.01,11,11,50,1
2012-03-30,11377,15906786.75,11,11,74,1
2012-03-30,11379,19636021.83,11,11,33,1
2012-03-30,11381,20655006.83,11,11,26,1
2012-03-30,11387,17570201.21,11,11,5,1
2012-03-30,11393,20292917.97,12,12,25,1
2012-03-30,11400,21082466.25,11,11,73,1
2012-03-30,11957,150215117.77,11,11,55,1
2012-03-30,11959,150254117.77,11,11,7,1
2012-03-30,11961,155915586.97,11,11,20,1
2012-03-30,11963,155861799.01,11,11,51,1
2012-03-30,11965,145918386.51,11,11,18,1
2012-03-30,11969,140549873.07,11,11,21,1
2012-03-30,11971,140591536.14,11,11,12,1
2012-03-30,11978,159458641.19,11,11,31,1
2012-03-30,11985,152211641.25,11,11,8,1
2012-03-30,11987,149357668.07,11,11,29,1
2012-03-30,11989,144288302.3,11,11,4,1
2012-03-30,11993,152101800.61,11,11,8,1
2012-03-30,11995,242172412.56,11,11,5,1
2012-03-30,11999,160230313.54,11,11,48,1
2012-03-30,12003,147494824.98,11,11,21,1
2012-03-30,12005,143326000.47,11,11,26,1
2012-03-30,12013,251837960.96,11,11,7,1
2012-03-30,12015,168093163.64,11,11,16,1
2012-03-30,12017,229779694.63,11,11,4,1
2012-03-30,12019,154745904.75,11,11,9,1
2012-03-30,12021,228224092.23,11,11,1,1
2012-03-30,12023,154077084.97,11,11,18,1
2012-03-30,12032,16526629.27,12,12,118,1
2012-03-30,12034,17170559.82,11,11,79,1
2012-03-30,12038,16444712.39,11,11,80,1
2012-03-30,12042,19827172.71,12,12,40,1
2012-03-30,12044,18698976.64,12,12,38,1
2012-03-30,12235,286406226.37,9,9,4,1
2012-03-30,12236,286406226.37,9,9,1,1
2012-03-30,12237,15516905.4,6,6,12,1
2012-03-30,12238,19167791.77,7,7,1,1
2012-03-30,12729,95992127.34,11,11,14,1
2012-03-30,12731,149450262.45,11,11,3,1
2012-03-30,12733,91061026.79,11,11,13,1
2012-03-30,12735,101131090.28,11,11,9,1
2012-03-30,12743,89471247.44,11,11,19,1
2012-03-30,12745,138511271.35,11,11,2,1
2012-03-30,12747,157404476.04,11,11,2,1
2012-03-30,12753,139741765.45,11,11,3,1
2012-03-30,13780,38054226.06,8,8,1,1
2012-03-30,14343,4226885.04,5,5,20,1
2012-03-30,16213,286406226.37,9,9,1,1
2012-03-30,16214,286406226.37,9,9,1,1
2012-03-30,16216,70075848.88,9,9,15,1
2012-03-30,16221,19372070.62,5,5,9,1
2012-03-30,16227,48965989.54,7,7,27,1
2012-03-30,16229,49413242.45,6,6,38,1
2012-03-30,16231,47181934.67,6,6,19,1
2012-03-30,16233,48899888.01,6,6,7,1
2012-03-30,16236,1031984.57,6,6,56,1
2012-03-30,16238,1030789.59,7,7,76,1
2012-03-30,16240,1021987.87,6,6,217,1
2012-03-30,16242,873157.2,6,6,433,1
2012-03-30,16631,1602905.1,2,2,2,1
2012-03-30,16688,3008945.58,3,3,2,1
2012-03-30,16691,3020945.5,3,3,9,1
2012-03-30,16869,12270594.06,9,9,2,1
2012-03-30,17167,1473532.14,2,2,4,1
2012-03-30,17168,2978946.5,3,3,10,1
2012-03-30,17175,2666235.55,3,3,3,1
2012-03-30,17176,2664551.52,3,3,4,1
2012-03-30,17177,2666339.53,3,3,1,1
2012-03-30,17178,2680450.53,3,3,4,1
2012-03-30,17181,2681261.5,3,3,9,1
2012-03-30,17182,2684281.51,3,3,3,1
2012-03-30,17184,3901938.58,4,4,12,1
2012-03-30,17185,3579325.46,4,4,10,1
2012-03-30,17186,3582595.17,4,4,13,1
2012-03-30,17187,3603329.99,4,4,17,1
2012-03-30,17406,4508680.44,4,4,14,1
2012-03-30,17407,2972945.49,3,3,7,1
2012-03-30,17408,1466456.12,2,2,18,1
2012-03-30,17476,28456540.8,7,7,18,1
2012-03-30,17478,24187744.29,7,7,83,1
2012-03-30,17480,19919856.11,7,7,2,1
2012-03-30,17619,423887.02,7,7,32,1
2012-03-30,17621,3767115.67,6,6,13,1
2012-03-30,17634,10688171.24,7,7,5,1
2012-03-30,17636,170825059.98,7,7,7,1
2012-03-30,17703,420532.35,7,7,51,1
2012-03-30,17709,10590031.37,7,7,6,1
2012-03-30,17713,10660343.27,7,7,33,1
2012-03-30,17715,10007328.61,7,7,7,1
2012-03-30,17718,10007328.61,7,7,3,1
2012-03-30,17720,10007328.61,7,7,43,1
2012-03-30,17722,10007328.61,7,7,4,1
2012-03-30,17726,169502875.27,7,7,7,1
2012-03-30,17728,170136596.34,7,7,5,1
2012-03-30,17732,169639828.41,7,7,2,1
2012-03-30,17738,135621165.03,7,7,5,1
2012-03-30,17740,135621165.03,7,7,3,1
2012-03-30,17771,2948944.49,3,3,2,1
2012-03-30,17772,1476905.12,2,2,2,1
2012-03-30,17812,417330.99,7,7,32,1
2012-03-30,17841,438977.67,7,7,23,1
2012-03-30,17918,135621165.03,7,7,4,1
2012-03-30,17920,137374512.45,7,7,2,1
2012-03-30,17922,10667704.84,7,7,2,1
2012-03-30,17924,428532.59,6,6,1,1
2012-03-30,17926,428532.59,6,6,2,1
2012-03-30,17928,420935.66,7,7,25,1
2012-03-30,17930,402464.43,7,7,2,1
2012-03-30,17932,396988.34,7,7,52,1
2012-03-30,17982,1842317.78,4,4,4,1
2012-03-30,19720,2415992689.64,11,11,5,1
2012-03-30,19722,2439760737.91,11,11,5,1
2012-03-30,19724,2413855091.25,11,11,3,1
2012-03-30,19744,1010035.75,7,7,13,1
2012-03-30,20059,142301381.03,9,9,3,1
2012-03-30,20060,65671424.78,9,9,5,1
2012-03-30,20062,65671424.78,9,9,3,1
2012-03-30,20063,142301381.03,9,9,1,1
2012-03-30,20064,65671424.78,9,9,3,1
2012-03-30,20065,142301381.03,9,9,3,1
2012-03-30,20066,65671424.78,9,9,1,1
2012-03-30,20125,145969076.01,11,11,22,1
2012-03-30,20175,4408817.57,6,6,2,1
2012-03-30,20183,1173249693.92,4,4,1,1
2012-03-30,20185,1191851237.1,4,4,1,1
2012-03-30,20187,1186147112.28,4,4,3,1
2012-03-30,22430,674351584.8,12,12,1,1
2012-03-30,22436,721023494.57,12,12,3,1
2012-03-30,22440,749579029.96,12,12,2,1
2012-03-30,22442,282091914.72,11,11,1,1
2012-03-30,22444,301869224.55,11,11,7,1
2012-03-30,22446,277860563.1,11,11,2,1
2012-03-30,22448,283378246.58,11,11,5,1
2012-03-30,22452,39432668.77,11,11,18,1
2012-03-30,22456,43549429.65,11,11,113,1
2012-03-30,22460,38717584.46,11,11,9,1
2012-03-30,22464,40771493.71,11,11,17,1
2012-03-30,22466,263105801.88,11,11,3,1
2012-03-30,22468,289448544.68,11,11,2,1
2012-03-30,22470,288701245.85,11,11,6,1
2012-03-30,22474,269106153.12,11,11,4,1
2012-03-30,22544,209265246.78,11,11,80,1
2012-03-30,22548,163671626.78,11,11,55,1
2012-03-30,23757,1117693000.8,12,12,7,1
2012-03-30,23911,1233087359.17,12,12,9,1
2012-03-30,23915,1054118155.73,12,12,5,1
2012-03-30,23917,17793247898.27,12,12,1,1
2012-03-30,24483,1140047213.25,12,12,1,1
2012-03-30,24658,4610087.27,7,7,7,1
2012-03-30,24660,5226505.18,8,8,1,1
2012-03-30,24688,201561186.86,7,7,9,1
2012-03-30,24690,208088412.67,7,7,9,1
2012-03-30,24692,211023414.13,7,7,157,1
2012-03-30,24694,190995700.33,7,7,106,1
2012-03-30,24696,48954064.8,6,6,95,1
2012-03-30,24698,49218334.5,7,7,500,1
2012-03-30,24700,50235879.65,6,6,80,1
2012-03-30,24702,46873191.16,6,6,481,1
2012-03-30,25270,5438131.72,5,5,4,1
2012-03-30,27594,99138780.42,8,8,1,1
2012-03-30,27609,196116955.11,8,8,1,1
2012-03-30,27627,3057090.37,3,3,1,1
2012-03-30,27674,86514448.48,7,7,2,1
2012-03-30,28351,101588134.56,9,9,4,1
2012-03-30,28352,2149242416.37,14,14,1,1
2012-03-30,28606,587963556.63,7,7,6,1
2012-03-30,28661,895703633.06,11,11,1,1
2012-03-30,28665,988802601.84,11,11,1,1
2012-03-30,28850,10700197867.62,12,12,1,1
2012-03-30,29248,399665.8,7,7,60,1
2012-03-30,29337,10614442.41,7,7,1,1
2012-03-30,29344,10667292.12,7,7,1,1
2012-03-30,29984,252635610.51,7,7,85,1
2012-03-30,29986,252635610.51,7,7,18,1
2012-03-30,29988,252635610.51,7,7,10,1
2012-03-30,29990,252635610.51,7,7,24,1
2012-03-30,30655,2205315.96,5,5,2,1
2012-03-30,30656,4408817.57,6,6,2,1
2012-03-30,30842,14195.58,1,1,1,1
2012-03-30,32226,70075848.88,9,9,12,1
2012-03-30,32250,175179148.1,9,9,11,1
2012-03-30,32305,199877303.57,7,7,6,1
2012-03-30,32307,186913239.99,7,7,4,1
2012-03-30,32309,160192413.81,7,7,1,1
2012-03-30,32311,160403439.04,7,7,2,1
2012-03-30,32458,343054196.08,9,9,6,1
2012-03-31,582,355099.34,6,6,13,1
2012-03-31,583,309279.15,6,6,88,1
2012-03-31,584,325181.59,7,7,37,1
2012-03-31,585,312722.89,6,6,47,1
2012-03-31,586,393346.5,7,7,122,1
2012-03-31,587,419393.89,7,7,657,1
2012-03-31,589,315699.73,6,6,50,1
2012-03-31,590,333515.52,7,7,7,1
2012-03-31,591,441722.87,6,6,15,1
2012-03-31,592,380513.1,6,6,62,1
2012-03-31,593,424948.64,7,7,80,1
2012-03-31,594,388178.35,6,6,138,1
2012-03-31,597,432146.83,6,6,130,1
2012-03-31,598,365918.77,7,7,9,1
2012-03-31,599,397865.92,7,7,7,1
2012-03-31,602,435501.38,6,6,304,1
2012-03-31,603,406088.79,7,7,181,1
2012-03-31,605,384446.86,7,7,121,1
2012-03-31,607,392894.06,7,7,83,1
2012-03-31,608,323034.44,6,6,100,1
2012-03-31,609,304151.26,6,6,11,1
2012-03-31,620,8093183.92,7,7,18,1
2012-03-31,621,10470729.6,7,7,70,1
2012-03-31,622,9978612.31,7,7,46,1
2012-03-31,623,10447892.04,7,7,27,1
2012-03-31,624,10424307.89,7,7,24,1
2012-03-31,625,8072240.58,7,7,2,1
2012-03-31,626,10545085.25,7,7,91,1
2012-03-31,627,10107019.13,7,7,150,1
2012-03-31,628,8526279.73,7,7,36,1
2012-03-31,629,10311733.92,7,7,166,1
2012-03-31,630,8448011.16,7,7,9,1
2012-03-31,631,7996410.75,7,7,2,1
2012-03-31,632,8691930.33,7,7,50,1
2012-03-31,633,8488362.32,7,7,9,1
2012-03-31,634,8038701.65,7,7,15,1
2012-03-31,638,173800220.33,7,7,53,1
2012-03-31,639,167932505.17,7,7,43,1
2012-03-31,640,163127908.33,7,7,35,1
2012-03-31,641,169000904.35,7,7,39,1
2012-03-31,642,174230964.06,7,7,16,1
2012-03-31,643,203271934.11,7,7,40,1
2012-03-31,644,163383028.19,7,7,22,1
2012-03-31,645,190158154.67,7,7,68,1
2012-03-31,648,1065181.17,7,7,36,1
2012-03-31,649,1106087.37,7,7,54,1
2012-03-31,650,901527.8,7,7,23,1
2012-03-31,651,1008921.75,7,7,18,1
2012-03-31,652,1334992.15,7,7,49,1
2012-03-31,653,936952.69,7,7,9,1
2012-03-31,654,1011276.23,7,7,7,1
2012-03-31,655,921459.65,7,7,33,1
2012-03-31,656,979953.65,7,7,23,1
2012-03-31,657,1366369.05,7,7,33,1
2012-03-31,672,14945.64,1,1,62,1
2012-03-31,1944,1115298.72,7,7,67,1
2012-03-31,2006,10200742.71,7,7,29,1
2012-03-31,2161,332282.61,7,7,36,1
2012-03-31,2998,75323787.3,7,7,60,1
2012-03-31,3766,364475.15,7,7,35,1
2012-03-31,4302,75232683.48,6,6,51,1
2012-03-31,4306,71817491.54,7,7,35,1
2012-03-31,4308,78292291.92,6,6,83,1
2012-03-31,4310,65556888.64,6,6,199,1
2012-03-31,4363,846596.28,7,7,2,1
2012-03-31,11129,14945.64,1,1,67,1
2012-03-31,11132,14945.64,1,1,40,1
2012-03-31,11134,14945.64,1,1,46,1
2012-03-31,11172,14581997.81,11,11,30,1
2012-03-31,11174,15519904.29,12,12,4,1
2012-03-31,11176,15207311.92,12,12,51,1
2012-03-31,11178,15213816.92,12,12,13,1
2012-03-31,11182,16115646.51,11,11,55,1
2012-03-31,11184,15041178.11,12,12,21,1
2012-03-31,11186,15054188.11,12,12,50,1
2012-03-31,11188,15503808.5,11,11,25,1
2012-03-31,11190,16778506.19,11,11,4,1
2012-03-31,11192,15664277.35,11,11,60,1
2012-03-31,11194,16916217.06,11,11,8,1
2012-03-31,11196,15964344.77,12,12,16,1
2012-03-31,11198,15986041.83,12,12,67,1
2012-03-31,11200,14029305.07,12,12,58,1
2012-03-31,11202,14029305.07,12,12,48,1
2012-03-31,11365,19736028.12,12,12,30,1
2012-03-31,11371,22181851.03,11,11,64,1
2012-03-31,11377,15496421.08,11,11,83,1
2012-03-31,11379,19939272.17,11,11,39,1
2012-03-31,11381,20943122.37,11,11,34,1
2012-03-31,11393,20637231.36,12,12,42,1
2012-03-31,11400,20957353.82,11,11,82,1
2012-03-31,11957,151508542.46,11,11,59,1
2012-03-31,11959,151547539.16,11,11,4,1
2012-03-31,11961,154872695.33,11,11,17,1
2012-03-31,11963,154818908.42,11,11,62,1
2012-03-31,11965,148352866.22,11,11,20,1
2012-03-31,11969,137755547.6,11,11,22,1
2012-03-31,11971,137796653.3,11,11,8,1
2012-03-31,11978,157324910.7,11,11,48,1
2012-03-31,11985,155052691.96,11,11,10,1
2012-03-31,11987,154981126.16,11,11,27,1
2012-03-31,11989,142956233.64,11,11,5,1
2012-03-31,11993,153563467.04,11,11,14,1
2012-03-31,11995,244210807.16,11,11,8,1
2012-03-31,11999,159407381.51,11,11,32,1
2012-03-31,12003,149555249.73,11,11,28,1
2012-03-31,12005,139662520.21,11,11,23,1
2012-03-31,12011,162429935.79,11,11,2,1
2012-03-31,12013,251696100.19,11,11,9,1
2012-03-31,12015,167896939.01,11,11,6,1
2012-03-31,12017,242866181.69,11,11,15,1
2012-03-31,12019,160365788.28,11,11,10,1
2012-03-31,12021,223358658.29,11,11,10,1
2012-03-31,12023,150374485.13,11,11,24,1
2012-03-31,12032,16755265.42,12,12,129,1
2012-03-31,12034,16902540.6,11,11,146,1
2012-03-31,12038,16569447.2,11,11,85,1
2012-03-31,12042,19328860.8,12,12,49,1
2012-03-31,12044,18266429,12,12,62,1
2012-03-31,12235,283407337.62,9,9,6,1
2012-03-31,12237,15676841.54,6,6,28,1
2012-03-31,12239,35442102.04,7,7,1,1
2012-03-31,12729,96642540.47,11,11,9,1
2012-03-31,12731,150028702.44,11,11,5,1
2012-03-31,12733,95952316.17,11,11,10,1
2012-03-31,12735,100899166.63,11,11,8,1
2012-03-31,12743,87446837.26,11,11,19,1
2012-03-31,12745,135025400.19,11,11,3,1
2012-03-31,12753,147142236.54,11,11,3,1
2012-03-31,14343,4091857.92,5,5,68,1
2012-03-31,16214,283407337.62,9,9,3,1
2012-03-31,16216,69417654.2,9,9,18,1
2012-03-31,16221,19401730.06,5,5,14,1
2012-03-31,16227,49651059.18,7,7,35,1
2012-03-31,16229,50345992.5,6,6,72,1
2012-03-31,16231,48187453.14,6,6,42,1
2012-03-31,16233,50188376.2,6,6,14,1
2012-03-31,16236,1051325.88,6,6,77,1
2012-03-31,16238,1040326.75,7,7,112,1
2012-03-31,16240,1038215.06,6,6,258,1
2012-03-31,16242,886983.01,6,6,416,1
2012-03-31,16631,1428350.3,2,2,13,1
2012-03-31,16688,2926360.16,3,3,12,1
2012-03-31,16689,7842507.3,4,4,1,1
2012-03-31,16690,1388474.13,2,2,7,1
2012-03-31,16691,2928360.18,3,3,7,1
2012-03-31,16696,1400356.13,2,2,1,1
2012-03-31,16869,12301952.38,9,9,4,1
2012-03-31,17167,1380980.13,2,2,9,1
2012-03-31,17168,2931380.17,3,3,15,1
2012-03-31,17174,2664200.05,3,3,13,1
2012-03-31,17175,2657483.92,3,3,7,1
2012-03-31,17176,2655805.67,3,3,8,1
2012-03-31,17177,2657593.66,3,3,8,1
2012-03-31,17178,2671709.66,3,3,3,1
2012-03-31,17181,2672552.65,3,3,4,1
2012-03-31,17182,2686482.64,3,3,5,1
2012-03-31,17184,3842163.17,4,4,6,1
2012-03-31,17185,3553148.69,4,4,4,1
2012-03-31,17186,3556418.49,4,4,4,1
2012-03-31,17187,3577151.25,4,4,7,1
2012-03-31,17404,1382360.14,2,2,2,1
2012-03-31,17406,4544328.08,4,4,4,1
2012-03-31,17407,2866391.2,3,3,18,1
2012-03-31,17408,1373903.12,2,2,16,1
2012-03-31,17476,29118682.99,7,7,31,1
2012-03-31,17478,24750558.34,7,7,89,1
2012-03-31,17480,20383353.25,7,7,3,1
2012-03-31,17619,431628.45,7,7,34,1
2012-03-31,17621,3677081.38,6,6,38,1
2012-03-31,17636,173800220.33,7,7,4,1
2012-03-31,17703,428815.64,7,7,66,1
2012-03-31,17709,10761338.16,7,7,7,1
2012-03-31,17713,10841863.97,7,7,33,1
2012-03-31,17715,10180036.44,7,7,9,1
2012-03-31,17718,10180036.44,7,7,5,1
2012-03-31,17720,10180036.44,7,7,56,1
2012-03-31,17722,10180036.44,7,7,11,1
2012-03-31,17726,172476868.71,7,7,2,1
2012-03-31,17728,173108392.91,7,7,5,1
2012-03-31,17732,172598348.45,7,7,2,1
2012-03-31,17736,137982351.26,7,7,5,1
2012-03-31,17738,137982351.26,7,7,14,1
2012-03-31,17740,137982351.26,7,7,2,1
2012-03-31,17770,4334294.81,4,4,4,1
2012-03-31,17771,2838411.69,3,3,6,1
2012-03-31,17772,1384350.12,2,2,2,1
2012-03-31,17812,425179.37,7,7,27,1
2012-03-31,17841,446243.16,7,7,22,1
2012-03-31,17843,10820640.03,7,7,3,1
2012-03-31,17918,137982351.26,7,7,7,1
2012-03-31,17922,10853258.35,7,7,7,1
2012-03-31,17924,435261.62,6,6,3,1
2012-03-31,17926,435261.62,6,6,2,1
2012-03-31,17928,427907.18,7,7,21,1
2012-03-31,17930,410118.3,7,7,2,1
2012-03-31,17932,403190.92,7,7,55,1
2012-03-31,17982,1829705.36,4,4,2,1
2012-03-31,19470,50662448.86,7,7,2,1
2012-03-31,19720,2193091344.15,11,11,8,1
2012-03-31,19724,2240022311.15,11,11,8,1
2012-03-31,19726,2061191539.96,11,11,2,1
2012-03-31,19744,1023881.03,7,7,24,1
2012-03-31,20059,140662415.56,9,9,2,1
2012-03-31,20060,64980573.36,9,9,7,1
2012-03-31,20061,140662415.56,9,9,1,1
2012-03-31,20062,64980573.36,9,9,6,1
2012-03-31,20064,64980573.36,9,9,1,1
2012-03-31,20065,140662415.56,9,9,2,1
2012-03-31,20125,148402365.26,11,11,26,1
2012-03-31,20175,4361976.96,6,6,3,1
2012-03-31,20183,1206378191.92,4,4,3,1
2012-03-31,20185,1244475243.57,4,4,4,1
2012-03-31,20187,1226702135.37,4,4,3,1
2012-03-31,22428,706604242.9,12,12,2,1
2012-03-31,22444,302974160.41,11,11,8,1
2012-03-31,22446,281820831.36,11,11,6,1
2012-03-31,22448,285706385.46,11,11,6,1
2012-03-31,22452,40321529.08,11,11,7,1
2012-03-31,22456,43272791.14,11,11,90,1
2012-03-31,22460,38185532.7,11,11,10,1
2012-03-31,22464,41282749.45,11,11,10,1
2012-03-31,22466,256542662.77,11,11,3,1
2012-03-31,22468,288313375.93,11,11,2,1
2012-03-31,22470,292658788.36,11,11,8,1
2012-03-31,22474,272828758.5,11,11,3,1
2012-03-31,22544,206861751.98,11,11,81,1
2012-03-31,22546,129146946.88,11,11,1,1
2012-03-31,22548,160951245.65,11,11,54,1
2012-03-31,22634,4361976.96,6,6,2,1
2012-03-31,23757,1019919232.57,12,12,11,1
2012-03-31,23911,1142912745.77,12,12,9,1
2012-03-31,23915,978775433.46,12,12,2,1
2012-03-31,24483,1021360350.39,12,12,4,1
2012-03-31,24574,69417654.2,9,9,1,1
2012-03-31,24656,137358561.14,9,9,1,1
2012-03-31,24658,4629230.03,7,7,7,1
2012-03-31,24659,4629230.03,7,7,2,1
2012-03-31,24660,5279229.03,8,8,5,1
2012-03-31,24688,205240020.58,7,7,16,1
2012-03-31,24690,211763130.21,7,7,14,1
2012-03-31,24692,214898325.51,7,7,151,1
2012-03-31,24694,194540117.07,7,7,90,1
2012-03-31,24696,50196915.74,6,6,96,1
2012-03-31,24698,49974587.13,7,7,580,1
2012-03-31,24700,51167173.22,6,6,101,1
2012-03-31,24702,47824920.52,6,6,475,1
2012-03-31,25270,5506831.8,5,5,4,1
2012-03-31,25280,7141830.8,5,5,2,1
2012-03-31,25821,2236833.8,5,5,4,1
2012-03-31,27538,322067955.44,8,8,3,1
2012-03-31,27565,3867074.07,2,2,1,1
2012-03-31,27622,2094932.32,3,3,1,1
2012-03-31,27672,2303016.83,3,3,9,1
2012-03-31,27673,57700523.04,7,7,2,1
2012-03-31,27674,86167728.64,7,7,1,1
2012-03-31,28351,100638965.46,9,9,5,1
2012-03-31,28606,629852002.27,7,7,21,1
2012-03-31,28659,922931020.84,11,11,1,1
2012-03-31,28665,989428450.41,11,11,3,1
2012-03-31,28710,954591732.49,11,11,8,1
2012-03-31,28848,43683133924.21,12,12,1,1
2012-03-31,29248,404765.8,7,7,85,1
2012-03-31,29336,10530226.39,7,7,1,1
2012-03-31,29337,10808582.38,7,7,2,1
2012-03-31,29340,10542704.66,7,7,1,1
2012-03-31,29344,10816811.43,7,7,2,1
2012-03-31,29613,69417654.2,9,9,2,1
2012-03-31,29984,252357208.59,7,7,111,1
2012-03-31,29986,252357208.59,7,7,18,1
2012-03-31,29988,252357208.59,7,7,25,1
2012-03-31,29990,252357208.59,7,7,31,1
2012-03-31,30655,2236833.8,5,5,2,1
2012-03-31,30656,4361976.96,6,6,3,1
2012-03-31,32226,69417654.2,9,9,22,1
2012-03-31,32250,173924249.16,9,9,9,1
2012-03-31,32305,203271934.11,7,7,5,1
2012-03-31,32307,190158154.67,7,7,8,1
2012-03-31,32309,163127908.33,7,7,3,1
2012-03-31,32311,163383028.19,7,7,1,1
2012-03-31,32458,340299508.66,9,9,11,1
2012-04-01,582,353164.16,6,6,18,1
2012-04-01,583,309668.8,6,6,116,1
2012-04-01,584,333523.82,7,7,13,1
2012-04-01,585,331323.18,6,6,39,1
2012-04-01,586,406292.84,7,7,121,1
2012-04-01,587,443569.08,7,7,668,1
2012-04-01,589,327377.88,6,6,72,1
2012-04-01,590,332478.68,7,7,11,1
2012-04-01,591,448925.9,6,6,25,1
2012-04-01,592,385407.48,6,6,52,1
2012-04-01,593,438283.14,7,7,87,1
2012-04-01,594,389355.58,6,6,138,1
2012-04-01,597,447479.94,6,6,119,1
2012-04-01,598,363514.3,7,7,14,1
2012-04-01,599,400932.14,7,7,10,1
2012-04-01,602,443747.72,6,6,326,1
2012-04-01,603,403846,7,7,174,1
2012-04-01,605,392654.62,7,7,120,1
2012-04-01,607,399833.88,7,7,81,1
2012-04-01,608,332664.66,6,6,95,1
2012-04-01,609,302148.9,6,6,10,1
2012-04-01,620,8345511.76,7,7,17,1
2012-04-01,621,11062353.62,7,7,98,1
2012-04-01,622,10458616.72,7,7,56,1
2012-04-01,623,10905933.82,7,7,31,1
2012-04-01,624,10862930.3,7,7,19,1
2012-04-01,625,8306202.68,7,7,5,1
2012-04-01,626,11049948.9,7,7,111,1
2012-04-01,627,10637258.66,7,7,148,1
2012-04-01,628,8913051.58,7,7,53,1
2012-04-01,629,10748831.06,7,7,200,1
2012-04-01,630,8837327.74,7,7,9,1
2012-04-01,631,8182317.98,7,7,8,1
2012-04-01,632,9119956.54,7,7,53,1
2012-04-01,633,8853180.72,7,7,13,1
2012-04-01,634,8201768.88,7,7,20,1
2012-04-01,638,180835841.52,7,7,59,1
2012-04-01,639,174788237.14,7,7,36,1
2012-04-01,640,169191537.18,7,7,27,1
2012-04-01,641,175844370.34,7,7,45,1
2012-04-01,642,181268659.68,7,7,15,1
2012-04-01,643,211249049.46,7,7,39,1
2012-04-01,644,169105896.68,7,7,27,1
2012-04-01,645,197825542.22,7,7,83,1
2012-04-01,648,1104303.68,7,7,38,1
2012-04-01,649,1154764,7,7,76,1
2012-04-01,650,945466.36,7,7,25,1
2012-04-01,651,1043795.66,7,7,22,1
2012-04-01,652,1395759.24,7,7,58,1
2012-04-01,653,957957.14,7,7,11,1
2012-04-01,654,1043923.12,7,7,9,1
2012-04-01,655,954199.42,7,7,24,1
2012-04-01,656,1019044.74,7,7,11,1
2012-04-01,657,1425787.4,7,7,45,1
2012-04-01,672,14890.08,1,1,70,1
2012-04-01,1944,1145043.76,7,7,49,1
2012-04-01,2006,10705184.02,7,7,34,1
2012-04-01,2161,345949.88,7,7,31,1
