war_name,days_available,baseline_avg_ratio,adjusted_avg_ratio,gap,pct_gap
Fountain War,153,0.953807672574826,0.955273187623001,0.00146551504817494,0.00153648905362519
Bloodbath of B-R5RB,1,4.25845105155617,4.55116112476447,0.292710073208297,0.0687362775019643
World War Bee II (Casino War),427,1.11147942127746,1.10851890978362,-0.00296051149384424,-0.00266357742408009
Massacre at M2-XFE,2,3.08847820848697,3.22492127922822,0.136443070741251,0.0441780908041745
