date,modeled_baseline_payout,modeled_adjusted_payout,insurance_net_isk
2020-12-15,117044411604.33,108930389170.035,121467125374
2020-12-16,217064931893.69,207885146141.443,130579846283
2020-12-17,208010738485.37,199738070141.354,103187524857
2020-12-18,103305561296.55,93989753679.923,80473638479
2020-12-19,102550704066.76,93601582522.266,140896076310
2020-12-20,259587697935.16,249860179177.971,171147921008
2020-12-21,134525722818.61,124288975368.591,136623017547
2020-12-22,96327728198.54,85930966965.0635,84869371765
2020-12-23,392566918911.33,384686679535.702,97194502647
2020-12-24,353062709026.62,342811598017.657,172628263931
2020-12-25,95272990497.48,85744982057.41,113604116374
2020-12-26,92665658641.59,84500785423.154,121073849639
2020-12-27,87511765819.22,81377267069.6375,110324662537
2020-12-28,116328017633.87,107997568550.939,149789385079
2020-12-29,92019691975.27,83557299603.002,86445094594
2020-12-30,211574911134.97,204467842544.329,-16386239926
2020-12-31,877855667981.19,870505958113.007,869817936805
2021-01-01,172596861579.73,166169650281.841,135260093146
2021-01-02,436509541487.73,429957751121.29,-921470807054
2021-01-03,507540401236.27,500511638539.317,473788638370
2021-01-04,204075509629.3,195431095006.326,96683344161
2021-01-05,104959490014.92,96855303980.638,78067580966
2021-01-06,127129416760.41,119402297929.946,93494300005
2021-01-07,114713572907.83,106625551503.017,101577535624
2021-01-08,197105174739.61,189358243593.978,183997198011
2021-01-09,149638149683.52,94716434182.548,168964480967
2021-01-10,262813284490.32,253257755323.414,170578584564
2021-01-11,110510135519.97,105180927116.227,99083508222
2021-01-12,100769968248.24,92096782099.247,115297859475
2021-01-13,115291901325.21,105096775156.343,92914408178
2021-01-14,181388624284.81,172889416275.769,137782000137
2021-01-15,188319059453.07,178043379331.875,93532065481
2021-01-16,151837539123.54,140188210097.859,134457290215
2021-01-17,95633518248.71,87627451783.072,121030009855
2021-01-18,82565693095.55,73463785117.194,106210343180
2021-01-19,86011695885.92,73800995513.437,81238472077
2021-01-20,109349378187.65,98258858933.7675,190548050125
2021-01-21,82624886396.15,71035382482.4805,70536278685
2021-01-22,140887867977.71,132578966513.099,89800636983
2021-01-23,151970411913.12,143072621843.687,93937177988
2021-01-24,233242530023.44,225086246481.415,128328337145
2021-01-25,113397001158.37,103790410732.295,135113738980
2021-01-26,374952224263.55,365651188134.807,129191177769
2021-01-27,346256041230.68,338679454911.11,579321010534
2021-01-28,463868632292.75,457276108920.752,77883969273
2021-01-29,90710432049.1,84513158413.6185,121057391486
2021-01-30,181746961788.74,172384640904.967,150670393581
2021-01-31,210176215841.05,201448930335.442,179087237241
2021-02-01,209519596774.42,202818231982.738,132524170967
2021-02-02,140684395341.9,131039397698.499,121922054853
2021-02-03,102651526718.12,97835028973.302,69827234823
2021-02-04,173471348673.77,163314410248.438,90009601755
2021-02-05,137419835066.7,128804508659.337,123358148980
2021-02-06,156188376507.69,147612048148.998,148642704001
2021-02-07,151122009143.76,142542780823.458,155457793731
2021-02-08,198252943106.74,192157275934.221,110268949031
2021-02-09,119607218552.19,109962787461.363,124000666747
2021-02-10,217396196170.85,208895831484.759,149094894947
2021-02-11,140720320952.29,134988446084.398,137315445202
2021-02-12,226790751079.81,215025306577.808,152378138223
2021-02-13,154287333626.09,146496495180.942,173832141025
2021-02-14,155868377898.77,150598814931.642,116432864127
2021-02-15,103850638998.64,96725987653.388,102426901430
2021-02-16,117765936825.05,107871494293.341,124429922353
2021-02-17,201906342102.24,194420597365.332,138515544356
2021-02-18,123570200996.25,114128566768.631,112154538337
2021-02-19,181681631936.95,173059525578.009,125951611614
2021-02-20,99394087267.03,88883028769.0535,110340522020
2021-02-21,427575667808.35,417017926756.896,200746549755
2021-02-22,205647494364.85,195333905754.742,170596570116
2021-02-23,182783511700.85,175039914508.918,87991055259
2021-02-24,236421276413.83,226471147977.267,155567821903
2021-02-25,154547769202.65,140966197496.937,76108573365
2021-02-26,177174395053.55,167072175671.638,126381489471
2021-02-27,149223422749.5,141799572629.056,125441344443
2021-02-28,261659237138.29,254138902512.1,143391986168
2021-03-01,101748885505.76,89053520825.0385,98877300952
2021-03-02,155541511240.5,146338246901.354,98044043596
2021-03-03,290084872430.06,279728112736.844,157779079740
2021-03-04,226342277242.57,218246978950.068,88209277218
2021-03-05,150822974373.25,142146180327.568,100896580755
2021-03-06,236374711452.07,225062885114.233,225356338468
2021-03-07,208800543219.05,197601666648.066,214646620838
2021-03-08,395242736956.17,384404340829.432,89034987525
2021-03-09,181022191041.4,171763517549.546,106378728195
2021-03-10,355461644769.26,348344957194.615,120171548654
2021-03-11,127393293366.31,119949474569.05,102906790348
2021-03-12,323737561638.31,315136639673.14,157409947322
2021-03-13,329421635333.1,321754255593.637,177856710407
2021-03-14,195967620835.53,188303370274.166,165338847302
2021-03-15,225908139102.58,217108926959.395,141123985371
2021-03-16,263216009663.33,254248966520.956,128291313121
2021-03-17,162065081766.15,157495594623.217,106340141036
2021-03-18,389584285878.87,380489937303.893,105760353047
2021-03-19,294709510283.63,287034783612.942,128447754492
2021-03-20,152100205452.25,143830460336.043,108796958299
2021-03-21,153219888296.82,142288849685.57,158382636284
2021-03-22,347084270308.82,334344855424.635,85846620638
2021-03-23,242833164036.63,234512776975.052,179478674711
2021-03-24,148402269458.8,138728375945.022,105016853974
2021-03-25,117142093577.67,108406004177.869,82654173109
2021-03-26,326435815705.72,319985791053.482,108319616591
2021-03-27,424144352781.25,416914441059.769,102498298026
2021-03-28,423426531657.83,413044268622.388,188765774157
2021-03-29,187691252074.76,175531580543.568,201704593296
2021-03-30,415103917668.53,402856110355.673,105508735352
2021-03-31,159400019574.65,146003276279.706,88641475742
2021-04-01,168311531070.34,159431394593.642,106956539935
2021-04-02,363318465231.91,349788590892.522,134888147253
2021-04-03,390587689461.53,376805523218.121,159902938320
2021-04-04,386126518123.43,379008709253.171,109244711636
2021-04-05,118870340172.47,109045684542.9,92179863636
2021-04-06,525195386611.33,514211338150.464,136365050199
2021-04-07,155981680926.87,150113061436.836,90577425795
2021-04-08,300415932389.15,294159120862.683,75204943061
2021-04-09,375355047222.17,361355025672.166,101219620327
2021-04-10,419099321464.46,409649356480.4,126675715643
2021-04-11,422329663176.4,412359656120.683,124932514002
2021-04-12,140137404161.64,128276546547.188,77060701232
2021-04-13,172498232362.69,154197701552.596,126778234188
2021-04-14,102279250504.65,96086238094.6085,60727092736
2021-04-15,114108549754.98,102862103797.554,92245822825
2021-04-16,400685561803.02,385288009051.971,97183946854
2021-04-17,389719631999.08,375540057084.851,124621896301
2021-04-18,149204167184.24,136585792701.409,119410661106
2021-04-19,107590287049.01,97482085610.011,72949059939
2021-04-20,197870538099.25,191680209924.804,66169796465
2021-04-21,145122003865.13,131608373585.203,90890686236
2021-04-22,141890100056.3,134563080210.449,77808215588
2021-04-23,315833375988.42,301883493377.825,132119930168
2021-04-24,264386646885.71,253227422847.086,106097514232
2021-04-25,116417843961.62,110684823288.824,94745637218
2021-04-26,177648540937.07,170380058596.6,84274105706
2021-04-27,440537721642.35,409953768070.224,78207197523
2021-04-28,330404270284.51,290329717599.024,88276962497
2021-04-29,309858001369.28,276585512937.558,84045595635
2021-04-30,290351595366.75,269287690356.909,49080739099
2021-05-01,323226664150.61,290285933553.8,107595495945
2021-05-02,286312652970.8,243185026302.982,113976630949
2021-05-03,255719383706.17,226491507661.382,81109261744
2021-05-04,283096825552.07,266514219369.519,64104666913
2021-05-05,392680031313.78,359814259436.407,76491726114
2021-05-06,235540284283.59,214006749935.987,88040369245
2021-05-07,188632122038.62,168671567000.347,103894081869
2021-05-08,176541487412.64,170550224587.189,89363981850
2021-05-09,176199551772.44,165883858553.841,77877107041
2021-05-10,222317808589.91,190201621875.013,106772683027
2021-05-11,158911496300.57,154490116394.071,40643372526
2021-05-12,135792051419.4,125331759778.298,67162594443
2021-05-13,165833220678.51,144668574389.231,70047405830
2021-05-14,127259119532.22,116703909034.993,67068168027
2021-05-15,173225732679.52,158065974723.758,132510675500
2021-05-16,494475404837.85,473780210301.792,104385802007
2021-05-17,240960067529.16,221802559156.216,66972759475
2021-05-18,199792034856.54,171125412982.042,104742302243
2021-05-19,167342729274.46,142244096521.752,71723807122
2021-05-20,231860716871.27,211930259769.549,69821849469
2021-05-21,140672178180.31,118335543646.371,65571303940
2021-05-22,583809093254.25,560226257529.545,132782248077
2021-05-23,249598418750.44,230628084994.39,113391499732
2021-05-24,265854248139.94,253102953970.213,99330949370
2021-05-25,222575996947.12,195603860812.278,57677788295
2021-05-26,188234110871.43,165129323870.53,104250074936
2021-05-27,140491117941.34,130249443537.5,59340575654
2021-05-28,162607794326.16,145529690461.815,111777613645
2021-05-29,136907606563.3,126545540816.866,85020042898
2021-05-30,211452493251.05,194558862871.907,79456191227
2021-05-31,425804864826.39,414218866980.829,69020117455
2021-06-01,230356561896.86,196132644156.209,54074809528
2021-06-02,177132200775.61,147960629199.979,62569027476
2021-06-03,366350643663.55,332721433301.398,71449998752
2021-06-04,392061297241.69,381251379569.667,67041024323
2021-06-05,1024372144625.17,1002428827688.85,188014382126
2021-06-06,572782878597.33,550771645776.267,112213356004
2021-06-07,228195108587.2,183695355087.328,61350054555
2021-06-08,662684391986.4,629939718704.848,74515553864
2021-06-09,432075050256.8,410400478591.911,77512525003
2021-06-10,886459318786.34,843089107482.09,51588865408
2021-06-11,843550433298.45,803983686565.73,76413549913
2021-06-12,567796206631.93,546861560195.521,87817947448
2021-06-13,428180545519.6,397746971756.08,80453563486
2021-06-14,331604228420.29,311655185620.296,52284042332
2021-06-15,316437514648.47,305848963618.32,41964201815
2021-06-16,480580592361.37,471221552693.752,42638132886
2021-06-17,204056003648.48,163179711628.367,66824622926
2021-06-18,542613515721.96,501757375399.813,67637226055
2021-06-19,387137353955.14,356702165878.956,72619574517
2021-06-20,197987760775.63,187718916528.481,81856770565
2021-06-21,176246201354.03,156839983011.295,55730523160
2021-06-22,354388466493.42,331101540869.351,51701991903
2021-06-23,373685601658.28,339236105499.355,56877150608
2021-06-24,350910433351.07,316792653495.334,44495746156
2021-06-25,192506586610.38,170191700119.321,50872406664
2021-06-26,168692888428.52,157193225294.448,53078452127
2021-06-27,562748290202.85,528863912437.184,79285560683
2021-06-28,341022284270.46,319250423385.097,49952625730
2021-06-29,770004191679.38,748530501701.601,55362965063
2021-06-30,409824312083.87,391572669411.418,47564883814
2021-07-01,292720766584.99,265083842332.595,57064277677
2021-07-02,278596527202.03,269652519790.792,58399980046
2021-07-03,311096927224.73,277906814512.248,66257912822
2021-07-04,302261582331.77,275172620373.491,57699733648
2021-07-05,163044053102.29,145455364511.308,52433495874
2021-07-06,317160597145.84,278791738364.424,49573399399
2021-07-07,95655462267.54,77321439855.119,41877040210
2021-07-08,282072724891.56,255787338952.49,59868908744
2021-07-09,467764210807.93,450345208003.619,56026411103
2021-07-10,150658037598.76,141711289035.884,60452580755
2021-07-11,350449431092.89,329938936377.238,68259103475
2021-07-12,162715940656.01,131259973858.242,51736410922
2021-07-13,166604106155.37,145968621231.692,50412349263
2021-07-14,210068323265.47,168103384437.389,80204004818
2021-07-15,373960400636.71,335786943078.544,59335566822
2021-07-16,281464122837.18,249703974428.126,56367487177
2021-07-17,209530332149.52,188721300550.293,70152920519
2021-07-18,358504055901.62,324487399307.766,72534345125
2021-07-19,332684460920.77,299012481321.492,75710324428
2021-07-20,156787047174.23,122939590655.856,51053065354
2021-07-21,211315983797.41,188624367685.048,65342679121
2021-07-22,298225404391.15,275491082105.933,46698685250
2021-07-23,180580342958.52,135556233424.678,80000810525
2021-07-24,490357120747.58,450463144652.129,50184928360
2021-07-25,199661914197.11,166403642113.665,73807253290
2021-07-26,326561751131.12,304414132272.331,42374695591
2021-07-27,148283025201.85,118876391975.75,51830537234
2021-07-28,154423274557.54,114775830591.112,45769743392
2021-07-29,705504498853.45,664685055302.988,166092318661
2021-07-30,313338588754.62,282708508875.493,59177834861
2021-07-31,189806764272.31,159776095317.887,71097175405
2021-08-01,373795891634.03,343806638002.962,72291584992
2021-08-02,232236354530.37,191189989233.423,52917020916
2021-08-03,214180798834.66,173684516300.063,102281648125
2021-08-04,262676748402.89,233136235385.476,97657228879
2021-08-05,700422582223.44,660266553123.313,92806845853
2021-08-06,357728519094.93,316518413888.506,68344115932
2021-08-07,508043813644.41,472912780806.602,76593003843
2021-08-08,533676147678.02,506761203449.532,72491658770
2021-08-09,336651842329.34,328040593183.778,50474721917
2021-08-10,392541237852.23,365658148479.532,54453655475
2021-08-11,1615601129637.75,1580533237149.15,115357764975
2021-08-12,602542853762.78,567438396270.639,82926713825
2021-08-13,745040298001.56,736728458433.639,61717073486
2021-08-14,439348628829.47,421859535229.261,68444053935
2021-08-15,506460163782.51,469992673052.066,78507459530
2021-08-16,461182329497.65,443075270182.828,55153956808
2021-08-17,203763944874.78,185459440170.177,59978703459
2021-08-18,552216739448.15,533728151138.138,67085010690
2021-08-19,334404679261.27,307634365460.853,62230789571
2021-08-20,336841722998.21,309986047479.63,79243118187
2021-08-21,772331683330.41,739512300607.986,75948330408
2021-08-22,331632469320.44,313879837771.505,73908579513
2021-08-23,174171035421.46,156436596581.73,57112126821
2021-08-24,625550381615.56,587863307314.054,129426832549
2021-08-25,214276605970.19,195142914785.971,62239979862
2021-08-26,414557043739.27,394679248390.728,67840035648
2021-08-27,160683265979.62,131946655203.926,57949519656
2021-08-28,477078591483.4,439316651653.864,93201695163
2021-08-29,239174552648.46,211976243909.627,92854275870
2021-08-30,338506856503.42,321315885189.86,64744641988
2021-08-31,176509519583.59,149164921646.573,49252761133
2021-09-01,827238083321.17,798174430253.762,60172539131
2021-09-02,284715530681.47,275421656746.822,41609421673
2021-09-03,162473998766.48,142819200838.208,57576110749
2021-09-04,275256929937.24,248690443969.485,66101101869
2021-09-05,175198113923.71,138465878576.355,52646574878
2021-09-06,172209577353.29,145256263265.086,53986405166
2021-09-07,196804955660.42,143874187760.632,48896819534
2021-09-08,213897263593.31,186458319492.564,52358413807
2021-09-09,638002846964.63,628852787193.525,52658866957
2021-09-10,474533034791.67,437042251085.092,73780933493
2021-09-11,1696703780936.98,1659158488723.28,87230653450
2021-09-12,622326239559.91,604270551227.146,61111645247
2021-09-13,136863794741.94,127453254890.233,54700028036
2021-09-14,139482753044.87,110978657186.467,48243138823
2021-09-15,158939656751.24,131282693406.966,46621279751
2021-09-16,289045353566.81,270726987304.466,35365182560
2021-09-17,767991214286.82,729796739272.147,103858384082
2021-09-18,225403574376.13,187306191617.679,56719495681
2021-09-19,197019509449.37,178643236059.163,61562332750
2021-09-20,943964961178.81,890725026424.476,58376310362
2021-09-21,485055063011.43,456233298227.721,64881244945
2021-09-22,243070607460.17,203826495629.177,45608409381
2021-09-23,149215026863.63,140073866935.746,46365690354
2021-09-24,145598284926.67,136441827069.455,40524141408
2021-09-25,225040342201.3,196636970045.237,77593887856
2021-09-26,464139995716.58,426665872546.139,74467699022
2021-09-27,172737798386.62,154779178361.285,52173223386
2021-09-28,255211178748.36,227990073151.8,45774368705
2021-09-29,457848151396.79,440271833262.329,48840314020
2021-09-30,314582708896.37,296931071867.407,43722191128
2021-10-01,145664029074.22,128698719679.033,51404407762
2021-10-02,163797218871.61,146639351113.217,49517308975
2021-10-03,179426432747.03,148395886808.878,69783110851
2021-10-04,280812056276.62,257353163785.421,46504150225
2021-10-05,282663872046.76,265156649214.318,48312498772
2021-10-06,150393697546.43,141812972459.131,53678689599
2021-10-07,335660535237.75,298609587545.029,51567390986
2021-10-08,208407203364.73,171902444646.061,49172363015
2021-10-09,323176943676.92,305532362158.85,67506426363
2021-10-10,312303549199.49,285157700044.26,72159104585
2021-10-11,309432518254.25,273199752721.216,44029386420
2021-10-12,334438586895.9,316699341821.78,55258379806
2021-10-13,147577341263.16,137794450579.515,52138907208
2021-10-14,273516439610.69,255167621846.737,50714985094
2021-10-15,466164572019.28,428570321767.922,54922719433
2021-10-16,187679463287.5,159491093088.06,142101470805
2021-10-17,363403477959.62,325945970030.67,103109301977
2021-10-18,155269083479.11,136934529982.66,43658692097
2021-10-19,182778882797.7,163768857002.03,51858445579
2021-10-20,137810883624.79,128284867376.81,46287814379
2021-10-21,309779102416.65,272364854188.877,45232675771
2021-10-22,677930766258.1,640554589784.06,61948405824
2021-10-23,184237470894.87,158325894370.551,67469131000
2021-10-24,192651822522.79,155834073842.976,70571599193
2021-10-25,308808399201.21,282329672226.108,58158268751
2021-10-26,312853101400.47,286320244551.441,55455207598
2021-10-27,270760054372.42,261454640731.021,55619472062
2021-10-28,684717539564.04,675015094158.922,66966150612
2021-10-29,160128224591.39,152230156625.035,56898226910
2021-10-30,180155653695.35,154987033935.39,69922957287
2021-10-31,215020427512.81,178847815095.466,70471482892
2021-11-01,446267532273.72,428390849286.772,60853363021
2021-11-02,480941282048.5,453503118654.615,54469210373
2021-11-03,193771086462.37,159040207586.12,73353516997
2021-11-04,335723307061.55,309475994207.041,52401962830
2021-11-05,316372339212.46,289502175762.528,58065852262
2021-11-06,514720965330.69,465331232351.008,105675680944
2021-11-07,186430244757.72,159896615715.677,78396708604
2021-11-08,524622791122.84,475209953112.526,53996481732
2021-11-09,156903451214.11,131398708610.865,55710964252
2021-11-10,304497732749.18,287572506641.226,50468510061
2021-11-11,168046995069.55,141755210734.782,53815535078
2021-11-12,464954463093.95,428992964318.786,66364325805
2021-11-13,450033587923.84,423876188713.537,72144267486
2021-11-14,330457269194.92,280540141304.813,97326666056
2021-11-15,143453791636.83,125700771352.737,50280833431
2021-11-16,670968544542.98,635298173374.494,45828115695
2021-11-17,142445746288.48,124602970812.548,61220441969
2021-11-18,143282410482.47,117812482489.033,45380149578
2021-11-19,155204271493.74,129732117680.893,57020217228
2021-11-20,436545169306.12,412052533708.156,84092104873
2021-11-21,180301431624.7,147710535126.834,67336147576
2021-11-22,161595899037.31,137483895063.185,53313909078
2021-11-23,308334322628.88,275000088660.741,41837917249
2021-11-24,136488893028.65,112237932865.544,55980974760
2021-11-25,265691781740.15,257678541112.944,57856506170
2021-11-26,129459231448.96,113671132281.38,63728974680
2021-11-27,178525156194.73,145892078930.276,98257900884
2021-11-28,667687683247.86,634807675422.23,94295594461
2021-11-29,283536553068.64,267528846661.335,41232536376
2021-11-30,127731915988.24,102939141234.77,45559327627
2021-12-01,125603726253.05,117240648825.039,48332331612
2021-12-02,148523993708.63,123624448058.747,46336596984
2021-12-03,479421870667.49,462719456808.403,51586698504
2021-12-04,286677739717.46,262315789695.41,65193487983
2021-12-05,190901322406.5,155599962034.503,86848773152
2021-12-06,139209555767.08,121956924567.761,48371956511
2021-12-07,179719071089.24,145059651760.965,51602236664
2021-12-08,296339388134.77,278747719413.656,45177412442
2021-12-09,155209510648.48,128982153539.27,67053239199
2021-12-10,172879767018.94,147029257057.728,49516267942
2021-12-11,304143760225.42,286905808512.254,95111847536
2021-12-12,149908973095.66,132662758106.933,61924315495
2021-12-13,126171373162.41,108787700653.88,53760745526
2021-12-14,130103090409.66,104568961063.97,50341791224
2021-12-15,293313631960.64,258890879771.768,53574888042
2021-12-16,314500384457.39,279809075197.352,54082717796
2021-12-17,728699765308.77,702666062418.941,68597416726
2021-12-18,783495637008.86,757351938417.563,76276201197
2021-12-19,361581222385.99,335224809962.776,71900163373
2021-12-20,300538266872.76,273228583358.348,57441846748
2021-12-21,198373563462.06,179950633332.246,53634690314
2021-12-22,145686918149.62,108002749055.6,49518190193
2021-12-23,165493871682.41,137170638024.438,47978358199
2021-12-24,278842904812.5,250417960244.05,50295897650
2021-12-25,147182096018.4,119349531032.389,48203884934
2021-12-26,187990430299.87,162699065306.044,48868443527
2021-12-27,181118741570.07,155723567096.253,55836949616
2021-12-28,350694092274.75,316032977396.352,60056993505
2021-12-29,232431980692.93,224314050469.637,57604899538
2021-12-30,557273030832.25,531657638859.873,63129047435
2021-12-31,304843463073.62,280201057667.381,59806106455
2022-01-01,333083504574.73,300324974413.114,68231860145
2022-01-02,225199504375.9,198934678611.34,84645203551
2022-01-03,186570659905.94,160402435199.363,73599375640
2022-01-04,429120859316.21,403449180805.383,52227202758
2022-01-05,616113509460.5,598369436766.245,55795224182
2022-01-06,165706398856.93,147834860114.905,73754588024
2022-01-07,277473401776.11,258271774928.298,56151966271
2022-01-08,354583311876.11,317826196860.396,129248283905
2022-01-09,240235911718.36,190835755397.957,89345699495
2022-01-10,503472193915.09,477191334655.584,49714298371
2022-01-11,264431547705.19,240124446551.684,47886092771
2022-01-12,183796794797.37,167249101040.893,51852028039
2022-01-13,194597848695.51,161661084750.222,47585190412
2022-01-14,301182631267,268106169821.168,51908337770
2022-01-15,516448749597.39,481590235485.962,68589761417
2022-01-16,657874584247.62,622443006694.86,80252734438
2022-01-17,203861500246.99,178377278740.873,64208817540
2022-01-18,143009263908.2,118870675791.843,52353722552
2022-01-19,157342824988.16,124407302603.728,54745098796
2022-01-20,256934999954.64,231604050053.426,51475154911
2022-01-21,457083979286.71,429425230237.761,53030087954
2022-01-22,661777731194.14,621371121525.899,57906912913
2022-01-23,338604714592.67,304253292147.694,94061098176
2022-01-24,155676325249.38,147377385715.043,51383262407
2022-01-25,180067188474.9,145380691282.572,37194628444
2022-01-26,236323327712.09,227961483505.21,44321824268
2022-01-27,164349388352.87,139517306030.641,52852036715
2022-01-28,822889218705.9,788873545046.376,61034965011
2022-01-29,138559527674.18,130591038131.121,67353590708
2022-01-30,275400769656.49,250818732541.92,66615460617
2022-01-31,150458523368.84,124358330012.949,48697243937
2022-02-01,212721079380.97,177708865119.255,59742311199
2022-02-02,315391040351.75,288435940572.419,38927257850
2022-02-03,269445414063.36,251358161199.794,44785436760
2022-02-04,398408311910.71,363942629603.648,81659348118
2022-02-05,165646186428.57,141799019684.79,95181431755
2022-02-06,313519118823.74,288234781076.649,69569465234
2022-02-07,283549541738.7,249941266065.214,50829933391
2022-02-08,297991171132.5,271940514830.644,54423806102
2022-02-09,415110099920.52,379916982465.688,54138722058
2022-02-10,166060966832.03,129811390971.634,72532626796
2022-02-11,342980863274.23,307160374945.752,80120826852
2022-02-12,167372118360.94,140235438171.724,75581007224
2022-02-13,213126085791.18,177491935272.37,84008621869
2022-02-14,374677642907.12,339005596150.864,50364723205
2022-02-15,272603601364.14,237427087705.192,50721791167
2022-02-16,432441688829.92,397380175080.398,71031246371
2022-02-17,251599039262.82,241421707570.67,58849913839
2022-02-18,386880215271.96,368930106485.92,57020530860
2022-02-19,354487368593.2,313026357719.808,71270684248
2022-02-20,424765656551.78,399399735820.788,95324992368
2022-02-21,191993457689.92,165235389689.64,66446621071
2022-02-22,175747235124.62,149926379824.543,59656037261
2022-02-23,150000813660.22,133665597156.791,52057585580
2022-02-24,245083719928.07,227785125713.703,39568918766
2022-02-25,257759740751.84,222820485746.836,48356195613
2022-02-26,147952586872.68,122372414263.12,100759862606
2022-02-27,185818632311.99,150652894008.428,111579280854
2022-02-28,124552174248.8,107323587020.892,51458200634
2022-03-01,138975384533.53,115118812573.971,33615016138
2022-03-02,176147135899.31,150671230985.089,42245942571
2022-03-03,347704179802.71,321209056923.254,42135133876
2022-03-04,160270880835.35,143477641898.119,50077827242
2022-03-05,607822639032.66,592286650069.76,68197947753
2022-03-06,454631738707.6,438077764211.363,65819924559
2022-03-07,212489104333.25,166479883546.386,45792775095
2022-03-08,272582824828.61,248356814655.503,38388704841
2022-03-09,169095628932.74,144685428787.527,41251311232
2022-03-10,139237045002.6,116258615347.397,39639821378
2022-03-11,213052043443.45,182770047876.422,44864188210
2022-03-12,347830176395.11,325768426885.807,56908812668
2022-03-13,271841811124.17,264396890416.694,75521157485
2022-03-14,180020995870.48,136551120304.784,39932902115
2022-03-15,267367865023.7,235821613207.928,50926165019
2022-03-16,119853828093.49,103994401327.159,49917415067
2022-03-17,264963273461.76,229695714671.679,49542288740
2022-03-18,180422453442.57,157047456878.627,48772687626
2022-03-19,287905579303.51,245519885202.242,107885746544
2022-03-20,300076871719.59,276317400473.285,62442233087
2022-03-21,138635576551.85,123665739834.761,45036311518
2022-03-22,160986163368.03,136569149638.041,53978745265
2022-03-23,648739054740.57,624732847349.866,41315002460
2022-03-24,83241528858.02,75162788857.9095,37227745627
2022-03-25,334140355039.22,309975073605.05,55954169150
2022-03-26,489897211504.12,445450328543.794,81897100487
2022-03-27,187092965642.09,162772104816.773,64944483149
2022-03-28,159574671061.08,127155957835.296,47285669108
2022-03-29,272246736881.55,248850550989.561,53491265829
2022-03-30,199842907192.51,129662150784.092,139032719280
2022-03-31,155975209714.93,131598237200.583,42363974047
2022-04-01,256939430793.8,211780627324.312,32859974169
2022-04-02,171120111586.85,138095648826.095,82941981083
2022-04-03,184658881089.75,160093259777.575,74188774038
2022-04-04,255026866435.2,230638467003.44,56612710293
2022-04-05,140462308908.14,116644175244.61,49156059398
2022-04-06,237470549825.86,205419799885.107,48467995009
2022-04-07,266906392460.46,234951332132.695,42254307648
2022-04-08,165060723551.52,143314770333.45,48902439584
2022-04-09,242304814085.41,234786851770.29,64817466829
2022-04-10,367194879345.96,342883151662.735,67206905010
2022-04-11,155966839228.41,126701126197.951,51149248737
2022-04-12,130011320857.43,105308777233.74,44601058314
2022-04-13,219162006096.31,202850739512.107,39927775519
2022-04-14,127468826365.75,110556192380.258,51943278672
2022-04-15,231623336545.32,216506072508.573,79512270854
2022-04-16,122731462231.65,92689675083.078,75292511814
2022-04-17,176583910426.05,143550637752.082,69769472845
2022-04-18,235726813531.96,228372838656.874,60823106270
2022-04-19,306218876825.55,282997523391.684,51036927010
2022-04-20,145321434260.96,123597345313.453,53950778646
2022-04-21,436346794762.94,405536626136.693,60629391992
2022-04-22,268975492566,245436487245.085,54256387827
2022-04-23,146551316536.69,123700663263.492,68946775224
2022-04-24,269648436585.51,245060944874.502,68771752829
2022-04-25,257020350167.92,223387150948.539,53904999250
2022-04-26,229380069335.97,220566318592.551,52827426670
2022-04-27,332222890709.32,315981769727.842,52575633778
2022-04-28,408107081823.1,392368011274.66,63197196283
2022-04-29,121263637469.39,105327340207.745,50769081722
2022-04-30,224032973952.15,208609386136.072,54504607631
2022-05-01,188610685704.75,165108660985.488,57789820748
2022-05-02,153183236971.99,131372315755.592,63132946885
2022-05-03,118188160479.37,103141474768.193,54923859224
2022-05-04,120698910379.48,112700212087.145,41293840775
2022-05-05,1213933016671.58,1192012553005.32,71559678086
2022-05-06,131174974348.78,117173462510.589,50703786695
2022-05-07,232279746568.82,218434869117.653,64376787735
2022-05-08,279106915594.93,247285431506.717,100979983101
2022-05-09,127500098904.95,119889162935.254,54899442417
2022-05-10,115577408872.91,99020049583.7,81698700841
2022-05-11,103578322435.43,87108467606.977,45759329957
2022-05-12,174692308352.78,170462676892.257,43111419225
2022-05-13,100885984903.89,89004564796.799,44803685124
2022-05-14,175479126919.48,163174427935.943,74086134197
2022-05-15,185472512288.32,168989837020.537,59482821462
2022-05-16,104973313476.39,96835330269.618,46654146586
2022-05-17,168036447396.42,152754143063.161,46352094045
2022-05-18,110453888666.62,92986674691.399,41350504999
2022-05-19,153324402881.24,145026498456.24,50771605853
2022-05-20,194491074756.72,182175357605.19,61694882025
2022-05-21,296643998184.08,281443434506.713,86162147393
2022-05-22,217315540602.37,198915241283.344,81717061807
2022-05-23,234758059092.13,230918018339.801,43565348217
2022-05-24,487515445276.62,476358948199.479,50694179616
2022-05-25,123786503518,112911502386.581,44235223318
2022-05-26,106540840167.97,99215448422.421,41541005940
2022-05-27,361395275097.22,354677455442.812,54695483042
2022-05-28,244253982055.79,237611212330.248,58068183073
2022-05-29,193012121880.11,182551491100.704,56037185219
2022-05-30,343104866870.55,328468542578.611,55922634463
2022-05-31,86637097584.59,76037708062.184,42984371662
2022-06-01,286185979398.08,278916515856.09,42256796040
2022-06-02,135241256972,125088552164.746,56392226417
2022-06-03,114887602323.29,108004571008.333,48697960887
