week_start,baseline_ratio,adjusted_ratio
2017-12-30,,
2018-01-06,,
2018-01-13,,
2018-01-20,,
2018-01-27,,
2018-02-03,,
2018-02-10,,
2018-02-17,,
2018-02-24,,
2018-03-03,,
2018-03-10,,
2018-03-17,,
2018-03-24,1.11619721977212,1.12265989174208
2018-03-31,1.06452882110859,1.07170938987912
2018-04-07,0.889329674267752,0.893107176219661
2018-04-14,1.33638969785325,1.35973077107635
2018-04-21,1.44548886741021,1.41929144486785
2018-04-28,1.18510167645033,1.2010284908205
2018-05-05,0.831377876879696,0.831205868713598
2018-05-12,1.27908683368841,1.29446121116137
2018-05-19,1.50020020572107,1.5015870772019
2018-05-26,1.24584455442365,1.26035092423011
2018-06-02,0.872836117517765,0.878172429876678
2018-06-09,0.796991510633341,0.780040929414321
2018-06-16,0.78882036336007,0.787754961687395
2018-06-23,0.849050437764268,0.851673259921053
2018-06-30,0.785787668328382,0.785066678951109
2018-07-07,0.736099653315136,0.719920628651678
2018-07-14,1.17014889470103,1.18554347826862
2018-07-21,1.077316012081,1.0888589378594
2018-07-28,1.46905784195622,1.49410499666195
2018-08-04,1.15743061376637,1.16915971307915
2018-08-11,0.776259432428753,0.771265279238853
2018-08-18,0.820074471300625,0.796015284991605
2018-08-25,0.883013227755946,0.885030265530798
2018-09-01,0.953359552248138,0.958665426344783
2018-09-08,1.00486794996828,0.966495004540888
2018-09-15,1.20660617249752,1.22445910388874
2018-09-22,0.733099828900809,0.730018463418647
2018-09-29,0.942716516011076,0.949269065569764
2018-10-06,0.886703994751989,0.889835960300393
2018-10-13,0.705188851017028,0.701286253709451
2018-10-20,0.919341068364777,0.92298595184481
2018-10-27,1.1793385419999,1.17846789903133
2018-11-03,1.11724478247376,1.10813628889198
2018-11-10,0.908868108975722,0.914899261451084
2018-11-17,1.10469589491527,1.11644013393055
2018-11-24,0.864580123097428,0.84160244818729
2018-12-01,0.748765489090911,0.752397323962511
2018-12-08,1.1059221152567,1.11625544820417
2018-12-15,1.18097689831282,1.19519160899835
2018-12-22,1.05949828278364,1.06658957544022
2018-12-29,0.89705292180737,0.894950850031472
2019-01-05,0.716643783207121,0.691841423385939
2019-01-12,0.915346223738892,0.899951275572873
2019-01-19,1.0884929673821,1.09921890387852
2019-01-26,0.946065484259208,0.937234057085824
2019-02-02,0.731944630606797,0.730481254914841
2019-02-09,0.863569460383349,0.819230264848652
2019-02-16,0.866080708813849,0.873875335089677
2019-02-23,1.08545655981099,1.10014161110009
2019-03-02,0.974947258930795,0.984694664652776
2019-03-09,0.74196607582394,0.740429499285435
2019-03-16,0.906854697652656,0.911486695945972
2019-03-23,1.02574227013694,1.02701379075086
2019-03-30,1.09845794242032,1.11739569372541
2019-04-06,0.814670247792958,0.816673127906141
2019-04-13,0.880775317146485,0.879348445898492
2019-04-20,1.0721546328343,1.0838432645893
2019-04-27,0.918222471138145,0.916620368067908
2019-05-04,0.90266258255109,0.906108083356221
2019-05-11,0.947740312326403,0.946599608340318
2019-05-18,0.962492658235482,0.960449047524229
2019-05-25,1.19498198818041,1.19464129709327
2019-06-01,1.06917795774811,1.07517851929282
2019-06-08,1.38059549647893,1.39642962912405
2019-06-15,1.22196949138935,1.22919794696167
2019-06-22,1.32911209014058,1.33637150393697
2019-06-29,1.01976877170268,1.02053405089939
2019-07-06,0.81498325054058,0.810618287393627
2019-07-13,1.07419428514812,1.03606133572238
2019-07-20,1.28780351247745,1.27440133510057
2019-07-27,1.11502385726848,1.12394715766232
2019-08-03,1.20082751150791,1.21873838944199
2019-08-10,0.683660521206108,0.672890301558797
2019-08-17,1.0874080001916,1.0855933001891
2019-08-24,1.13720996976611,1.13888476903115
2019-08-31,0.91586923873371,0.913618490269681
2019-09-07,1.24806999482504,1.23809902797169
2019-09-14,1.57462247321989,1.5705836625049
2019-09-21,1.58197263911103,1.59495185285909
2019-09-28,1.19841137101048,1.19026962075978
